brand,server_name,server_url,server_model,product_name,server_type,processor,memory,storage,networking,expansion,compatibility,important_configuration_notes,specifications_json,parts_found,status
Kingston,ABIT- IP35 Pro XE Motherboard,https://www.kingston.com/en/memory/search/model/47738/abit-ip35-pro-xe-motherboard,IP35 Pro XE Motherboard,ABIT - IP35 Pro XE Motherboard,Motherboard,"[""Intel Core 2 Duo Intel P35""]",Standard: 0 MB (Removable); Maximum: 8 GB,Bus Architecture: PCI / PCI Express / SSD - SATA 2.5-inch 9.5mm,,"[""4 Socket(s)""]","[""Virtually any configuration up to 8GB can be reached using any combination of Kingston's 512MB, 1 and 2GB modules.""]","[""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode. Kingston offers 'K2' kit part numbers for Dual Channel mode."", ""DDR2-1066 is supported by AM2+ CPUs only.""]","{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""8 GB""}, ""Storage"": {""Bus Architecture"": ""PCI / PCI Express / SSD - SATA 2.5-inch 9.5mm""}, ""Expansions"": {""Details"": [""4 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Core 2 Duo Intel P35""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 8GB can be reached using any combination of Kingston's 512MB, 1 and 2GB modules.""]}, ""Important Configuration Notes"": {""Details"": [""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode. Kingston offers 'K2' kit part numbers for Dual Channel mode."", ""DDR2-1066 is supported by AM2+ CPUs only.""]}}",55,extracted
Kingston,ABIT- I-G31 Motherboard,https://www.kingston.com/en/memory/search/model/47415/abit-i-g31-motherboard,I-G31 Motherboard,ABIT - I-G31 Motherboard,Motherboard,"[""Intel Celeron Intel G31"", ""Intel Core 2 Extreme Intel G31"", ""Intel Pentium Dual Core Intel G31""]",Standard: 0 MB (Removable); Maximum: 4 GB,Bus Architecture: PCI / PCI Express / SSD - SATA 2.5-inch 9.5mm,,"[""2 Socket(s)""]","[""Virtually any configuration up to 4GB can be reached using any combination of Kingston's 1 and 2GB modules.""]",,"{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""4 GB""}, ""Storage"": {""Bus Architecture"": ""PCI / PCI Express / SSD - SATA 2.5-inch 9.5mm""}, ""Expansions"": {""Details"": [""2 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Celeron Intel G31"", ""Intel Core 2 Extreme Intel G31"", ""Intel Pentium Dual Core Intel G31""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 4GB can be reached using any combination of Kingston's 1 and 2GB modules.""]}}",43,extracted
Kingston,ABIT- I-S71 Motherboard,https://www.kingston.com/en/memory/search/model/47446/abit-i-s71-motherboard,I-S71 Motherboard,ABIT - I-S71 Motherboard,Motherboard,"[""Intel Celeron D SiS 671"", ""Intel Core 2 Duo SiS 671"", ""Intel Pentium 4 SiS 671"", ""Intel Pentium D SiS 671"", ""Intel Pentium Dual Core SiS 671""]",Standard: 0 MB (Removable); Maximum: 4 GB,Bus Architecture: PCI / USB 2.0/3.x Type-A / PCI Express / SSD - SATA 2.5-inch 9.5mm,,"[""2 Socket(s)""]","[""Virtually any configuration up to 4GB can be reached using any combination of Kingston's 512MB, 1 and 2GB modules.""]",,"{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""4 GB""}, ""Storage"": {""Bus Architecture"": ""PCI / USB 2.0/3.x Type-A / PCI Express / SSD - SATA 2.5-inch 9.5mm""}, ""Expansions"": {""Details"": [""2 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Celeron D SiS 671"", ""Intel Core 2 Duo SiS 671"", ""Intel Pentium 4 SiS 671"", ""Intel Pentium D SiS 671"", ""Intel Pentium Dual Core SiS 671""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 4GB can be reached using any combination of Kingston's 512MB, 1 and 2GB modules.""]}}",45,extracted
Kingston,ABIT- AN-M2 Motherboard,https://www.kingston.com/en/memory/search/model/45869/abit-an-m2-motherboard,AN-M2 Motherboard,ABIT - AN-M2 Motherboard,Motherboard,"[""AMD Athlon 64 (AM2) Nvidia GeForce 7025""]",Standard: 0 MB (Removable); Maximum: 8 GB,Bus Architecture: PCI / PCI Express / SSD - SATA 2.5-inch 9.5mm,,"[""4 Socket(s)""]","[""Virtually any configuration up to 8GB can be reached using any combination of Kingston's 1 and 2GB modules.""]","[""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode. Kingston offers 'K2' kit part numbers for Dual Channel mode."", "".""]","{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""8 GB""}, ""Storage"": {""Bus Architecture"": ""PCI / PCI Express / SSD - SATA 2.5-inch 9.5mm""}, ""Expansions"": {""Details"": [""4 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""AMD Athlon 64 (AM2) Nvidia GeForce 7025""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 8GB can be reached using any combination of Kingston's 1 and 2GB modules.""]}, ""Important Configuration Notes"": {""Details"": [""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode. Kingston offers 'K2' kit part numbers for Dual Channel mode."", "".""]}}",49,extracted
Kingston,ABIT- I-N73V Motherboard,https://www.kingston.com/en/memory/search/model/44428/abit-i-n73v-motherboard,I-N73V Motherboard,ABIT - I-N73V Motherboard,Motherboard,"[""Intel Core 2 Duo Nvidia GeForce 7050"", ""Intel Core 2 Extreme Nvidia GeForce 7050"", ""Intel Core 2 Quad Nvidia GeForce 7050"", ""Intel Pentium Dual Core Nvidia GeForce 7050""]",Standard: 0 MB (Removable); Maximum: 4 GB,Bus Architecture: PCI / PCI Express / SSD - SATA 2.5-inch 9.5mm,,"[""2 Socket(s)""]","[""Virtually any configuration up to 4GB can be reached using any combination of Kingston's 1 and 2GB modules or kits.""]",,"{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""4 GB""}, ""Storage"": {""Bus Architecture"": ""PCI / PCI Express / SSD - SATA 2.5-inch 9.5mm""}, ""Expansions"": {""Details"": [""2 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Core 2 Duo Nvidia GeForce 7050"", ""Intel Core 2 Extreme Nvidia GeForce 7050"", ""Intel Core 2 Quad Nvidia GeForce 7050"", ""Intel Pentium Dual Core Nvidia GeForce 7050""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 4GB can be reached using any combination of Kingston's 1 and 2GB modules or kits.""]}}",43,extracted
Kingston,ABIT- I-45CV Motherboard,https://www.kingston.com/en/memory/search/model/44431/abit-i-45cv-motherboard,I-45CV Motherboard,ABIT - I-45CV Motherboard,Motherboard,"[""Intel Celeron D Intel 945GC"", ""Intel Core 2 Duo Intel 945GC"", ""Intel Pentium 4 Intel 945GC"", ""Intel Pentium D Intel 945GC"", ""Intel Pentium Dual Core Intel 945GC""]",Standard: 0 MB (Removable); Maximum: 4 GB,Bus Architecture: PCI / PCI Express / SSD - SATA 2.5-inch 9.5mm,,"[""2 Socket(s)""]","[""Virtually any configuration up to 4GB can be reached using any combination of Kingston's 512MB, 1 and 2GB modules.""]","[""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode. Kingston offers 'K2' kit part numbers for Dual Channel mode."", ""Due to the chipsets' limitation, when using FSB1333CPU, the DDR2 533 memory module will run at 500MHz. Also, due to the chipset limitations, the actual memory size may be less than 4GB for the reservation of system usage under Windowns XP and Windows Vista.""]","{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""4 GB""}, ""Storage"": {""Bus Architecture"": ""PCI / PCI Express / SSD - SATA 2.5-inch 9.5mm""}, ""Expansions"": {""Details"": [""2 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Celeron D Intel 945GC"", ""Intel Core 2 Duo Intel 945GC"", ""Intel Pentium 4 Intel 945GC"", ""Intel Pentium D Intel 945GC"", ""Intel Pentium Dual Core Intel 945GC""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 4GB can be reached using any combination of Kingston's 512MB, 1 and 2GB modules.""]}, ""Important Configuration Notes"": {""Details"": [""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode. Kingston offers 'K2' kit part numbers for Dual Channel mode."", ""Due to the chipsets' limitation, when using FSB1333CPU, the DDR2 533 memory module will run at 500MHz. Also, due to the chipset limitations, the actual memory size may be less than 4GB for the reservation of system usage under Windowns XP and Windows Vista.""]}}",61,extracted
Kingston,ABIT- AN68SD Motherboard,https://www.kingston.com/en/memory/search/model/43655/abit-an68sd-motherboard,AN68SD Motherboard,ABIT - AN68SD Motherboard,Motherboard,"[""AMD Athlon 64 (AM2) Nvidia nForce 520""]",Standard: 0 MB (Removable); Maximum: 8 GB,Bus Architecture: PCI / PCI Express / SSD - SATA 2.5-inch 9.5mm,,"[""4 Socket(s)""]","[""Virtually any configuration up to 8GB can be reached using any combination of Kingston's 512MB, 1, and 2GB modules.""]","[""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode. Kingston offers 'K2' kit part numbers for Dual Channel mode."", "".""]","{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""8 GB""}, ""Storage"": {""Bus Architecture"": ""PCI / PCI Express / SSD - SATA 2.5-inch 9.5mm""}, ""Expansions"": {""Details"": [""4 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""AMD Athlon 64 (AM2) Nvidia nForce 520""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 8GB can be reached using any combination of Kingston's 512MB, 1, and 2GB modules.""]}, ""Important Configuration Notes"": {""Details"": [""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode. Kingston offers 'K2' kit part numbers for Dual Channel mode."", "".""]}}",59,extracted
Kingston,ABIT- IP35V Motherboard,https://www.kingston.com/en/memory/search/model/43049/abit-ip35v-motherboard,IP35V Motherboard,ABIT - IP35V Motherboard,Motherboard,"[""Intel Core 2 Duo Intel P35""]",Standard: 0 MB (Removable); Maximum: 8 GB,Bus Architecture: PCI / PCI Express / SSD - SATA 2.5-inch 9.5mm,,"[""4 Socket(s)""]","[""Virtually any configuration up to 8GB can be reached using any combination of Kingston's 512MB, 1 and 2GB modules.""]","[""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode. Kingston offers 'K2' kit part numbers for Dual Channel mode."", ""DDR2-1066 is supported by AM2+ CPUs only.""]","{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""8 GB""}, ""Storage"": {""Bus Architecture"": ""PCI / PCI Express / SSD - SATA 2.5-inch 9.5mm""}, ""Expansions"": {""Details"": [""4 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Core 2 Duo Intel P35""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 8GB can be reached using any combination of Kingston's 512MB, 1 and 2GB modules.""]}, ""Important Configuration Notes"": {""Details"": [""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode. Kingston offers 'K2' kit part numbers for Dual Channel mode."", ""DDR2-1066 is supported by AM2+ CPUs only.""]}}",55,extracted
Kingston,ABIT- I-45C Motherboard,https://www.kingston.com/en/memory/search/model/41879/abit-i-45c-motherboard,I-45C Motherboard,ABIT - I-45C Motherboard,Motherboard,"[""Intel Core 2 Duo Intel 945GC""]",Standard: 0 MB (Removable); Maximum: 4 GB,Bus Architecture: PCI / PCI Express / SSD - SATA 2.5-inch 9.5mm,,"[""2 Socket(s)""]","[""Virtually any configuration up to 4GB can be reached using any combination of Kingston's 512MB, 1 and 2GB modules.""]",,"{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""4 GB""}, ""Storage"": {""Bus Architecture"": ""PCI / PCI Express / SSD - SATA 2.5-inch 9.5mm""}, ""Expansions"": {""Details"": [""2 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Core 2 Duo Intel 945GC""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 4GB can be reached using any combination of Kingston's 512MB, 1 and 2GB modules.""]}}",53,extracted
Kingston,ABIT- AN52S Motherboard,https://www.kingston.com/en/memory/search/model/40326/abit-an52s-motherboard,AN52S Motherboard,ABIT - AN52S Motherboard,Motherboard,"[""AMD Athlon 64 (AM2) Nvidia nForce 520""]",Standard: 0 MB (Removable); Maximum: 8 GB,Bus Architecture: PCI / PCI Express / SSD - SATA 2.5-inch 9.5mm,,"[""4 Socket(s)""]","[""Virtually any configuration up to 8GB can be reached using any combination of Kingston's 1 and 2GB modules.""]","[""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode. Kingston offers 'K2' kit part numbers for Dual Channel mode."", "".""]","{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""8 GB""}, ""Storage"": {""Bus Architecture"": ""PCI / PCI Express / SSD - SATA 2.5-inch 9.5mm""}, ""Expansions"": {""Details"": [""4 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""AMD Athlon 64 (AM2) Nvidia nForce 520""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 8GB can be reached using any combination of Kingston's 1 and 2GB modules.""]}, ""Important Configuration Notes"": {""Details"": [""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode. Kingston offers 'K2' kit part numbers for Dual Channel mode."", "".""]}}",49,extracted
Kingston,ABIT- LG-95 Motherboard,https://www.kingston.com/en/memory/search/model/39679/abit-lg-95-motherboard,LG-95 Motherboard,ABIT - LG-95 Motherboard,Motherboard,"[""Intel Core 2 Duo Intel 945G""]",Standard: 0 MB (Removable); Maximum: 2 GB,Bus Architecture: PCI / PCI-X / PCI Express / SSD - SATA 2.5-inch 9.5mm,,"[""2 Socket(s)""]","[""Virtually any configuration up to 2GB can be reached using any combination of Kingston's 512MB and 1GB modules.""]","[""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode."", ""Kingston offers 'K2' kit part numbers for Dual Channel mode.""]","{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""2 GB""}, ""Storage"": {""Bus Architecture"": ""PCI / PCI-X / PCI Express / SSD - SATA 2.5-inch 9.5mm""}, ""Expansions"": {""Details"": [""2 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Core 2 Duo Intel 945G""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 2GB can be reached using any combination of Kingston's 512MB and 1GB modules.""]}, ""Important Configuration Notes"": {""Details"": [""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode."", ""Kingston offers 'K2' kit part numbers for Dual Channel mode.""]}}",43,extracted
Kingston,ABIT- LG-95C Motherboard,https://www.kingston.com/en/memory/search/model/38714/abit-lg-95c-motherboard,LG-95C Motherboard,ABIT - LG-95C Motherboard,Motherboard,"[""Intel Core 2 Duo Intel 945GC"", ""Intel Pentium 4 Intel 945GC""]",Standard: 0 MB (Removable); Maximum: 2 GB,Bus Architecture: PCI / PCI-X / PCI Express / SSD - SATA 2.5-inch 9.5mm,,"[""2 Socket(s)""]","[""Virtually any configuration up to 2GB can be reached using any combination of Kingston's 512MB and 1GB modules.""]","[""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode."", ""Kingston offers 'K2' kit part numbers for Dual Channel mode.""]","{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""2 GB""}, ""Storage"": {""Bus Architecture"": ""PCI / PCI-X / PCI Express / SSD - SATA 2.5-inch 9.5mm""}, ""Expansions"": {""Details"": [""2 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Core 2 Duo Intel 945GC"", ""Intel Pentium 4 Intel 945GC""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 2GB can be reached using any combination of Kingston's 512MB and 1GB modules.""]}, ""Important Configuration Notes"": {""Details"": [""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode."", ""Kingston offers 'K2' kit part numbers for Dual Channel mode.""]}}",43,extracted
Kingston,ABIT- AN-M2 NVIEW Motherboard,https://www.kingston.com/en/memory/search/model/38716/abit-an-m2-nview-motherboard,AN-M2 NVIEW Motherboard,ABIT - AN-M2 NVIEW Motherboard,Motherboard,"[""AMD Athlon 64 (AM2) Nvidia GeForce 7025""]",Standard: 0 MB (Removable); Maximum: 8 GB,Bus Architecture: PCI / PCI Express / SSD - SATA 2.5-inch 9.5mm,,"[""4 Socket(s)""]","[""Virtually any configuration up to 8GB can be reached using any combination of Kingston's 1 and 2GB modules.""]","[""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode. Kingston offers 'K2' kit part numbers for Dual Channel mode."", "".""]","{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""8 GB""}, ""Storage"": {""Bus Architecture"": ""PCI / PCI Express / SSD - SATA 2.5-inch 9.5mm""}, ""Expansions"": {""Details"": [""4 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""AMD Athlon 64 (AM2) Nvidia GeForce 7025""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 8GB can be reached using any combination of Kingston's 1 and 2GB modules.""]}, ""Important Configuration Notes"": {""Details"": [""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode. Kingston offers 'K2' kit part numbers for Dual Channel mode."", "".""]}}",49,extracted
Kingston,ABIT- AN-M2HD Motherboard,https://www.kingston.com/en/memory/search/model/38717/abit-an-m2hd-motherboard,AN-M2HD Motherboard,ABIT - AN-M2HD Motherboard,Motherboard,"[""AMD Athlon 64 (AM2) Nvidia nForce 630a""]",Standard: 0 MB (Removable); Maximum: 8 GB,Bus Architecture: PCI / PCI Express / SSD - SATA 2.5-inch 9.5mm,,"[""4 Socket(s)""]","[""Virtually any configuration up to 8GB can be reached using any combination of Kingston's 1 and 2GB modules.""]","[""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode. Kingston offers 'K2' kit part numbers for Dual Channel mode."", "".""]","{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""8 GB""}, ""Storage"": {""Bus Architecture"": ""PCI / PCI Express / SSD - SATA 2.5-inch 9.5mm""}, ""Expansions"": {""Details"": [""4 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""AMD Athlon 64 (AM2) Nvidia nForce 630a""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 8GB can be reached using any combination of Kingston's 1 and 2GB modules.""]}, ""Important Configuration Notes"": {""Details"": [""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode. Kingston offers 'K2' kit part numbers for Dual Channel mode."", "".""]}}",49,extracted
Kingston,ABIT- AN52 Motherboard,https://www.kingston.com/en/memory/search/model/38718/abit-an52-motherboard,AN52 Motherboard,ABIT - AN52 Motherboard,Motherboard,"[""AMD Athlon 64 (AM2) Nvidia nForce 520""]",Standard: 0 MB (Removable); Maximum: 8 GB,Bus Architecture: PCI / PCI Express / SSD - SATA 2.5-inch 9.5mm,,"[""4 Socket(s)""]","[""Virtually any configuration up to 8GB can be reached using any combination of Kingston's 1 and 2GB modules.""]","[""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode. Kingston offers 'K2' kit part numbers for Dual Channel mode."", "".""]","{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""8 GB""}, ""Storage"": {""Bus Architecture"": ""PCI / PCI Express / SSD - SATA 2.5-inch 9.5mm""}, ""Expansions"": {""Details"": [""4 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""AMD Athlon 64 (AM2) Nvidia nForce 520""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 8GB can be reached using any combination of Kingston's 1 and 2GB modules.""]}, ""Important Configuration Notes"": {""Details"": [""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode. Kingston offers 'K2' kit part numbers for Dual Channel mode."", "".""]}}",49,extracted
Kingston,ABIT- NF-M2SV Motherboard,https://www.kingston.com/en/memory/search/model/38719/abit-nf-m2sv-motherboard,NF-M2SV Motherboard,ABIT - NF-M2SV Motherboard,Motherboard,"[""AMD Athlon 64 (AM2) Nvidia GeForce 6100"", ""AMD Athlon 64 FX (AM2) Nvidia GeForce 6100"", ""AMD Athlon 64 X2 (AM2) Nvidia GeForce 6100"", ""AMD Opteron (AM2) Nvidia GeForce 6100"", ""AMD Sempron (AM2) Nvidia GeForce 6100""]",Standard: 0 MB (Removable); Maximum: 2 GB,Bus Architecture: PCI / PCI Express / SSD - SATA 2.5-inch 9.5mm,,"[""2 Socket(s)""]","[""Virtually any configuration up to 2GB can be reached using Kingston's 512MB, 1 and 2GB modules IN PAIRS OR KITS.""]","[""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode. Kingston offers 'K2' kit part numbers for Dual Channel mode."", ""AMD Sempron processors support DDR2-533 and DDR2-667 memory only. DDR2-800 modules are not supported with this processor.""]","{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""2 GB""}, ""Storage"": {""Bus Architecture"": ""PCI / PCI Express / SSD - SATA 2.5-inch 9.5mm""}, ""Expansions"": {""Details"": [""2 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""AMD Athlon 64 (AM2) Nvidia GeForce 6100"", ""AMD Athlon 64 FX (AM2) Nvidia GeForce 6100"", ""AMD Athlon 64 X2 (AM2) Nvidia GeForce 6100"", ""AMD Opteron (AM2) Nvidia GeForce 6100"", ""AMD Sempron (AM2) Nvidia GeForce 6100""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 2GB can be reached using Kingston's 512MB, 1 and 2GB modules IN PAIRS OR KITS.""]}, ""Important Configuration Notes"": {""Details"": [""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode. Kingston offers 'K2' kit part numbers for Dual Channel mode."", ""AMD Sempron processors support DDR2-533 and DDR2-667 memory only. DDR2-800 modules are not supported with this processor.""]}}",68,extracted
Kingston,ABIT- IP35 Pro Motherboard,https://www.kingston.com/en/memory/search/model/37907/abit-ip35-pro-motherboard,IP35 Pro Motherboard,ABIT - IP35 Pro Motherboard,Motherboard,"[""Intel Core 2 Duo Intel P35""]",Standard: 0 MB (Removable); Maximum: 8 GB,Bus Architecture: PCI / PCI Express / SSD - SATA 2.5-inch 9.5mm,,"[""4 Socket(s)""]","[""Virtually any configuration up to 8GB can be reached using any combination of Kingston's 512MB, 1 and 2GB modules.""]","[""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode. Kingston offers 'K2' kit part numbers for Dual Channel mode."", ""Maximum configurations require a 64-bit operating system.""]","{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""8 GB""}, ""Storage"": {""Bus Architecture"": ""PCI / PCI Express / SSD - SATA 2.5-inch 9.5mm""}, ""Expansions"": {""Details"": [""4 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Core 2 Duo Intel P35""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 8GB can be reached using any combination of Kingston's 512MB, 1 and 2GB modules.""]}, ""Important Configuration Notes"": {""Details"": [""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode. Kingston offers 'K2' kit part numbers for Dual Channel mode."", ""Maximum configurations require a 64-bit operating system.""]}}",59,extracted
Kingston,ABIT- IP35 Motherboard,https://www.kingston.com/en/memory/search/model/37908/abit-ip35-motherboard,IP35 Motherboard,ABIT - IP35 Motherboard,Motherboard,"[""Intel Core 2 Duo Intel P35""]",Standard: 0 MB (Removable); Maximum: 8 GB,Bus Architecture: PCI / PCI Express / SSD - SATA 2.5-inch 9.5mm,,"[""4 Socket(s)""]","[""Virtually any configuration up to 8GB can be reached using any combination of Kingston's 512MB, 1 and 2GB modules.""]","[""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode. Kingston offers 'K2' kit part numbers for Dual Channel mode."", ""Maximum configurations require a 64-bit operating system.""]","{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""8 GB""}, ""Storage"": {""Bus Architecture"": ""PCI / PCI Express / SSD - SATA 2.5-inch 9.5mm""}, ""Expansions"": {""Details"": [""4 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Core 2 Duo Intel P35""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 8GB can be reached using any combination of Kingston's 512MB, 1 and 2GB modules.""]}, ""Important Configuration Notes"": {""Details"": [""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode. Kingston offers 'K2' kit part numbers for Dual Channel mode."", ""Maximum configurations require a 64-bit operating system.""]}}",59,extracted
Kingston,ABIT- IP35-E Motherboard,https://www.kingston.com/en/memory/search/model/37909/abit-ip35-e-motherboard,IP35-E Motherboard,ABIT - IP35-E Motherboard,Motherboard,"[""Intel Core 2 Duo Intel P35""]",Standard: 0 MB (Removable); Maximum: 8 GB,Bus Architecture: PCI / PCI Express / SSD - SATA 2.5-inch 9.5mm,,"[""4 Socket(s)""]","[""Virtually any configuration up to 8GB can be reached using any combination of Kingston's 512MB, 1 and 2GB modules.""]","[""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode. Kingston offers 'K2' kit part numbers for Dual Channel mode."", ""Maximum configurations require a 64-bit operating system.""]","{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""8 GB""}, ""Storage"": {""Bus Architecture"": ""PCI / PCI Express / SSD - SATA 2.5-inch 9.5mm""}, ""Expansions"": {""Details"": [""4 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Core 2 Duo Intel P35""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 8GB can be reached using any combination of Kingston's 512MB, 1 and 2GB modules.""]}, ""Important Configuration Notes"": {""Details"": [""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode. Kingston offers 'K2' kit part numbers for Dual Channel mode."", ""Maximum configurations require a 64-bit operating system.""]}}",59,extracted
Kingston,ABIT- AN9 32XF Motherboard,https://www.kingston.com/en/memory/search/model/36893/abit-an9-32xf-motherboard,AN9 32XF Motherboard,ABIT - AN9 32XF Motherboard,Motherboard,"[""AMD Athlon 64 (AM2) Nvidia nForce 590 SLI""]",Standard: 0 MB (Removable); Maximum: 8 GB,Bus Architecture: PCI / PCI Express / SSD - SATA 2.5-inch 9.5mm,,"[""4 Socket(s)""]","[""Virtually any configuration up to 8GB can be reached using any combination of Kingston's 512MB, 1 and 2GB modules.""]","[""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode. Kingston offers 'K2' kit part numbers for Dual Channel mode."", "".""]","{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""8 GB""}, ""Storage"": {""Bus Architecture"": ""PCI / PCI Express / SSD - SATA 2.5-inch 9.5mm""}, ""Expansions"": {""Details"": [""4 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""AMD Athlon 64 (AM2) Nvidia nForce 590 SLI""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 8GB can be reached using any combination of Kingston's 512MB, 1 and 2GB modules.""]}, ""Important Configuration Notes"": {""Details"": [""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode. Kingston offers 'K2' kit part numbers for Dual Channel mode."", "".""]}}",78,extracted
